Ad Date,Ad Title,Ad Type,Age Specified,County,Gender Specified,Image No,Count,URL_ERROR,FULL TEXT,Notes,Press Date,Sale Date,Sale Disposition,Sale Location County,Sale Location Locale,Sale Location State,Skills Specified,First Name,Last Name,Source,Source Page,Subscriber County,Subscriber Firstname,Subscriber Lastname,Subscriber Locale,Subscriber State
18340811,To Hire,Hire,,Baltimore City,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340811baca1.pdf,,,"TO HIRE—A negro MAN, a slave, who is a good
waiter and well acquainted with the management of horses, and is perfectly sober and steady. Apply at No. 61 Baltimore street, Baltimore.
au 11 d4t*",,18340811,,Private,BC,#61 Baltimore Street,MD,"waiter, horses",,,Baltimore American and Commercial Advertiser,3,,,,,
18340815,For sale,Sell,,Baltimore City,f,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340815baca1.pdf,,,"FOR SALE—For a term of years, a likely NEGRO WOMAN, who is a good chambermaid, an
excellent, nurse a tolerably good Cook, an excellent
washer and Ironer, and is perfectly honest and sober;
she is from the Eastern Shore, and is sold for no fault.
Also for hire a Negro Man, who is a good waiter. For further particulars inquire at the Bar of Tamany
Hall, Water street. E. R. Sinners. 
au 15 4t*","""also for hire a negro man""",18340815,,Private,BC,"Bar of Tammany Hall, Water Street, E.R. Sinner's",MD,"cook, chambermaid, wash, iron",,,Baltimore American and Commercial Advertiser,3,,,,,
18340816,For Sale,Sell,27,,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340816baca1.pdf,,,"FOR SALE— A negro MAN, about 27 years old
accustomed to farming. Apply at this office.
au 16 4t",,18340816,,Private,,,,farming,,,Baltimore American and Commercial Advertiser,3,,,,,
18340816,Constable's Sale,Sale,Girl,Dorchester,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340816cac3.pdf,,,"Constable’s Sale
BY virtue of a writ of Fieri Facias, issued by Samuel Craig, Esq, and to me
directed, at the suit of James Hammersly,
against Thomas M. D. Tolley, I will offer
at public sale, on Monday, the 8th day of
September next, between the hours of 12
and 4 o’clock, at the more of James Hammerely. Tobacco Stick, all the right of said
Thomas M. D. Tolley, to one negro girl
Nancy, taken into execution as the property
of said Tulley, and will be sold to satisfy
the above writ, and costs due and lo become
due. Attendance given by
WM. R. TALL, Constable.
Aug. 16 4w",Sold as property of Thomas M.D. Tolley.,18340816,18340908,public_dealer,Dorchester County,"James Hammersly's Store, Tobacco Stick",Maryland,,Nancy,,Cambridge Chronicle,3,DO,Wm. R.,Tall,,Maryland
18340819,For Sale,Sell,21,,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340819baca1.pdf,,,"FOR SALE—A Negro MAN, about 21 years of
age, a slave for life. He will not be sold to go out
of the State. He is sober, honest, industrious and,
healthy, and is sold for no fault, his owner having no
use for him. Apply at this office. 
au 19 4t","""slave for life""",18340819,,Private,,,,,,,Baltimore American and Commercial Advertiser,3,,,,,
18340819,For sale or hire,Sell/hire,,,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340819baca2.pdf,,,"FOR SALE OR HIRE— Will be sold or hired
by the year, a man servant who is well acquainted with the business of a waiter, &c. in a family,
au 19 d2w","""by the year""",18340819,,Private,,,,waiter,,,Baltimore American and Commercial Advertiser,3,,,,,
18340828,For Sale,Sell,16,,f,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340828baca1.pdf,,,"FOR SALE, A likely Negro GIRL from 16 to 17 years of age, a slave for life. She has been brought
up, and lived for the last live years in a private family
adjacent to the city, is stout, active, healthy, and accustomed to house work generally. Any one wishing
to purchase such a servant, can obtain all necessary
information by addressing X. Y. Z. through the Post
Office, mentioning name, and where he may be seen
between the hours of 4 and 7 o’clock, on Friday afternoon August 29th. To save trouble her price will be $350. 
au 28 d2t","""Slave for Life""; ""to save trouble her price will be $350""",18340828,18340829,Private,,,,housework,,,Baltimore American and Commercial Advertiser,3,,,,,
18340830,A negro boy wanted,Buy/Hire,,Baltimore City,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340830baca1.pdf,,,"A NEGRO BOY WANTED—A Slave qualified as a waiter will be hired by the year. Apply at No. 44 South Gay street. 
au 30 d4t","""hired by the year""",18340830,,Private,BC,#22 South Gay Street,MD,waiter,,,Baltimore American and Commercial Advertiser,3,,,,,
18340830,A cook for sale,Sell,18,,f,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340830baca2.pdf,,,"A COOK FOR SALE—A good cook, washer
and ironer, aged eighteen, to serve nearly thirteen years, for sale. She was raised in the country,
and is sold for no fault. Apply at this office.
au 30 4t*","""to serve 13 years""; ""raised in the country""",18340830,,Private,,,,"cook, washer, ironer",,,Baltimore American and Commercial Advertiser,3,,,,,
18340830,Sheriff's Sale,Sale,Girl,Dorchester,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340830cac3.pdf,,,"Sheriff’s Sale.
BY virtue of a writ of fieri facias, issued
out of Dorchester County County Court,
and to me directed, against John Parvin, at
the suit of Arthur Bell, Adm. of James Ewing, will be sold at the front door of the
Court House, in the town of Cambridge, on
Monday, the 29th day of September next,
for cash, between the hours of 10 o’clock, A.
M., and 4 o’clock, P. M. of said day, the
following property, to wit; 1 negro girl Ann
Maria, two Cows and one Heifer, two low-post Bedsteads, Beds and Furniture, one
Dining Table, two Breakfast Tables, one
Sideboard, Bureau and Work-stand, one
Mantel Clock, 2 dozen Chairs, 2 Hearth
Rugs and Carpets, together with all the said
Parvin’s Household and Kitchen Furniture
—all seized and taken to satisfy the above-mentioned fieri facias and the interest and
cost due and to become due thereon.
JOHN G. BELL, Sheriff
Aug. 30 5w","Public sale of John Parvn's property, to run for 5 weeks.",18340830,18340924,public_dealer,Dorchester County,"Court House, Cambridge",Maryland,,Ann Maria,,Cambridge Chronicle,3,DO,John G.,Bell,,Maryland
18340902,For Sale,Sell,12,,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340902baca1.pdf,,,"FOR SALE, for life, a negro boy about twelve
years of age, from the Eastern shore, and has been
living for the last six months in a private family. He
will not be sold out of the state. Inquire at this office,
se 2 d4t*","""for life""; From eastern shore",18340902,,Private,,,,,,,Baltimore American and Commercial Advertiser,3,,,,,
18340902,Sheriff's Sale,sell,,Allegany,"Both, 6M, 3F",http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340902cuc1.pdf,,,"SHERIFF'S SALES.
BY virtue of several writs of Fieri
Facias, issued out of Allegany 
Court, and to me directed, one at the
suit of Benjamin Edmunds, use of Aza Beall, use of Thomas Dowden, against William Lamar; one other at
the suit of the Cumberland Bank of
Alleghany, use of Andrew Bl see, against Michael C. Sprigg; one other
at the suit of the Cumberland Bank
of Alleghany against Michael C. Sprigg;
one other at the suit of the Cumberland Bank of Alleghany against
William Lamar; one other at the suit
of the Cumberland Bank of Alleghany against Thomas Cresap and Michael
C. Sprigg, survivors of James Scott,
deceased, and for fee bills in my
hands for collection, I have seized &
taken in execution, all the right, title,
claim and interest at law and in equity, of the said William Lamar, of, in
and to the following described lands
and premises, situated, lying and be-
ing in Allegany county, to wit:
One Tract of Land, called
Lawrence Enlarged, containing 150
and 3-7 Acres.
All that tract of Land,
on which Michael C. Sprigg, at present resides, being part of the tract
called The Vale, containing 714
acres more or less, with the improvements thereon, consisting of a large
brick dwelling house, a suitable
barn and other requisite farm houses.
All that tract of Land,
on which Col. Wm. Lamar at present
resides consisting of parts of Turkey Flight, Resurvey on good
will,  Why not, Distillery, & Republican, containing 239 1/2 acres, more or less, with the improvements thereon, consisting of a spacious AND convenient BRICK DWELLING house, barn, stables, Blacksmith
shop, and other out houses,
ALL THAT TRACT OF LAND
called Trafalgar, containing 201
5-8 acres, without improvement.ALL THAT TRACT OF LAND
'Pine Grove', containing 502 5-8 acres, of unimproved land.
ALL THAT TRACT OF LAND,
known as a part of 'George's Adventure,' containing 100 acres, more or less, of unimproved land.
ALL THAT TRACT OF LAND,
known as 'Flowery Vale,' more commonly called 'Accident,' containing 978 5-8 acres, with the improvements thereon, consisting of 2 dwelling houses -- Barn and other farm houses.
ALL THAT TRACT OF LAND,
being part of a tract called 'Partnership,' containing 700 acres, unimproved land.
ALL THAT TRACT OF LAND,
called 'Jobs Fortune,' containing 18 1/2 acres
ALL THAT TRACT OF LAND,
called 'Road Lick,' containing 29 acres.
ALL THAT TRACT OF LAND,
called 'Coal Mine,' containing 50 acres.
A LOT of ground in the town of Cumberland known as 33 & part of Lot No. 40 in the same town.
ALSO--the following Personal Property of said William Lamar, to wit:
One Negro man, named
ISAAC--3 Negro Boys, named Allen, Tom and Daniel, 2 NEGRO WOMEN, named Minta and Ellen, and one negro child--2 Wagons, 20 head of Horses, 55 head of Cattle, 10 head of Hogs, and all his
Household and Kitchen FURNITURE.
ALSO--all the Personal Property seized and taken as the property of the said Michal C. Sprigg, to wit:
One Negro Woman named Nancy--500 head of Sheep, 14 head
of HORSES, 15 head of CATTLE, two Wagons, Beds and Bedding,
Household & Kitchen Furniture & Farming Utensils of every description.
ALSO--the following property seized and taken as the property of Thomas Cresap, by virtue of the fieri facias aforesaid, to wit:
1 Negro man, named Geo, one Negro named Jim-and 1 Grey Mare.
AND I HEREBY GIVE NOTICE,
That on WEDNESDAY the 24th day of September, inst. at 12 o'clock, at Black's hotel, in the town of Cumberland, I will expose to sale by public auction, to the highest bidder for cash, all the above Lands ad premises seized and taken as the property of the said William Lamar; and at the same time and place, I will sell for
cash all the personal property of the said Thomas Cresap, so taken as aforesaid.
And I will also sell the personal property of said William Lamar, to the highest bidder for cash, on Tuesday the 30th of September, inst. at 12 o'clock, at the residence of said Lamar, 5 miles east of Cumberland, on the turnpike road.
And on Saturday the 26th day of September, inst. at 12 o'clock, I will sell for cash, at the residence of Michael C. Sprigg, ten miles west of Cumberland, in the Frostburg district, all the personal property taken under the fieri facias aforesaid.
All taken to satisfy said claims and fee bills.
L. O. HOLT
Sheriff of Allegany co.
Sept. 2, 1834",,18340902,18340922,public,AL,"Black's Hotel, Cumberland",MD,,,,Phoenix Civilian,3,AL,L. O.,Holt,,MD
18340903,A cook wanted,Hire,,,f,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340903baca1.pdf,,,"A COOK WANTED—Wanted a Woman competent to do the cooking, washing, and ironing
for a small family. One well recommended will hear
of an eligible situation on application at the American
Office. Either a slave or free.	
se 3 d4t","""either slave or free""",18340903,,Private,,,,"Cooking, washing, ironing",,,Baltimore American and Commercial Advertiser,3,,,,,
18340906,A negro boy,Sell,15,Baltimore City,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340906baca1.pdf,,,"A NEGRO BOY, either for hire or for sale for a
term of years; he is about 15 years of age; he can
be well recommended for his honesty and industry; he
is qualified to wait either in a Tavern or Boarding house.
Call at Mrs. Aisquith’s, 123 Baltimore st. 3 doors above Liberty. 
4t se 6","""either for hire or for sale for a term of years""",18340910,,Private,BC,"#123 Baltimore Street, 3 door above liberty",MD,waiter,,,Baltimore American and Commercial Advertiser,3,,,Aisquith,,
18340906,Constable's Sale,Sale,Woman,Dorchester,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340906cac2.pdf,,,"Constable’s Sale
BY virtue of a writ of fieri facia, issued
by Henry L. McNamara, Esq., and to
me directed, at the suit of Levin T. Fisher,
use of Samuel J. Meekins, against Gilbert
Wingate. I will offer at public sale, on Friday the 26th of September, instant, at the
store of William W. Lake, between the
hours of 10 and 4 o’clock, for cash, all the
right of said Wingate to one negro woman
Case, taken in execution and will be Sold to
satisfy the above fi. fa. and cost. Attendance given by
JOHN S. STAPLEFORT,
Constable
Sept 6 3w",Public sale of Gilbert Wingate's negro woman.,18340906,18340926,public_dealer,Dorchester County,Store of William W. Lake,Maryland,,Case,,Cambridge Chronicle,2,DO,John S.,Staplefort,,Maryland
18340912,For Sale,Sell,,,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340912baca1.pdf,,,"FOR SALE-For a term of years a colored young
man, that is a Miller and Cooper—apply at this
office.	
D4t","""for a term of years""",18340912,,Private,,,,"miller, cooper",,,Baltimore American and Commercial Advertiser,3,,,,,
18340912,For Sale,Sell,18,,f,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340912baca2.pdf,,,"FOR SALE—A colored girl 18 years of age, accustomed to chamber work—apply at this office.
se 12 drt",,18340912,,Private,,,,chamber work,,,Baltimore American and Commercial Advertiser,3,,,,,
18340913,A good cook wanted,buy/hire,,,m,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18340913baca1.pdf,,,"A GOOD COOK IS WANTED to hire in a
small private family by the month or year, a slave
by the year being preferred. Satisfactory recommendations are required, and to a suitable person liberal
wages are given. Apply at this office. 
se 13 d4d","""slave by the year preferred""",18340913,,Private,,,,cook,,,Baltimore American and Commercial Advertiser,3,,,,,
